Time,Date,Time,Temp,Ch1,Ch2,Ch3,Ch4
3795,26-06-2024,12:29:50,18.772,8.983,8.939,8.613,8.554
3796,26-06-2024,12:29:54,18.777,8.978,8.937,8.614,8.559
3797,26-06-2024,12:29:58,18.779,8.979,8.939,8.615,8.552
3798,26-06-2024,12:30:02,18.778,8.986,8.943,8.618,8.556
3799,26-06-2024,12:30:06,18.777,8.987,8.937,8.616,8.555
3800,26-06-2024,12:30:10,18.78,8.981,8.939,8.618,8.557
3801,26-06-2024,12:30:14,18.78,8.983,8.941,8.617,8.552
3802,26-06-2024,12:30:18,18.783,8.986,8.942,8.616,8.558
3803,26-06-2024,12:30:22,18.782,8.985,8.942,8.627,8.557
3804,26-06-2024,12:30:26,18.782,8.981,8.945,8.625,8.551
3805,26-06-2024,12:30:30,18.781,8.988,8.945,8.618,8.557
3806,26-06-2024,12:30:34,18.781,8.995,8.94,8.626,8.558
3807,26-06-2024,12:30:38,18.786,8.993,8.938,8.629,8.555
3808,26-06-2024,12:30:42,18.784,8.999,8.944,8.621,8.561
3809,26-06-2024,12:30:46,18.785,8.999,8.942,8.627,8.56
3810,26-06-2024,12:30:50,18.783,9,8.947,8.629,8.56
3811,26-06-2024,12:30:54,18.783,9.002,8.95,8.635,8.559
3812,26-06-2024,12:30:58,18.786,8.998,8.942,8.635,8.565
3813,26-06-2024,12:31:02,18.785,9.009,8.947,8.631,8.558
3814,26-06-2024,12:31:06,18.79,9.007,8.942,8.637,8.555
3815,26-06-2024,12:31:10,18.789,9.006,8.95,8.635,8.556
3816,26-06-2024,12:31:14,18.786,9.004,8.951,8.633,8.561
3817,26-06-2024,12:31:18,18.786,9.012,8.945,8.643,8.562
3818,26-06-2024,12:31:22,18.788,9.012,8.945,8.638,8.557
3819,26-06-2024,12:31:26,18.794,9.006,8.952,8.636,8.555
3820,26-06-2024,12:31:30,18.791,9.012,8.944,8.637,8.557
3821,26-06-2024,12:31:34,18.79,9.016,8.954,8.636,8.557
3822,26-06-2024,12:31:38,18.79,9.008,8.948,8.646,8.553
3823,26-06-2024,12:31:42,18.793,9.014,8.949,8.644,8.549
3824,26-06-2024,12:31:46,18.792,9.015,8.944,8.641,8.555
3825,26-06-2024,12:31:50,18.795,9.015,8.949,8.643,8.551
3826,26-06-2024,12:31:54,18.791,9.018,8.955,8.645,8.556
3827,26-06-2024,12:31:58,18.796,9.016,8.953,8.647,8.552
3828,26-06-2024,12:32:02,18.792,9.016,8.958,8.654,8.552
3829,26-06-2024,12:32:06,18.792,9.022,8.948,8.646,8.559
3830,26-06-2024,12:32:10,18.799,9.022,8.95,8.652,8.556
3831,26-06-2024,12:32:14,18.797,9.021,8.96,8.654,8.563
3832,26-06-2024,12:32:18,18.797,9.013,8.959,8.651,8.563
3833,26-06-2024,12:32:22,18.797,9.016,8.949,8.649,8.566
3834,26-06-2024,12:32:26,18.8,9.027,8.951,8.649,8.56
3835,26-06-2024,12:32:30,18.8,9.025,8.951,8.658,8.559
3836,26-06-2024,12:32:34,18.798,9.026,8.95,8.659,8.562
3837,26-06-2024,12:32:38,18.803,9.028,8.946,8.655,8.559
3838,26-06-2024,12:32:42,18.801,9.031,8.95,8.659,8.554
3839,26-06-2024,12:32:46,18.801,9.028,8.955,8.659,8.556
3840,26-06-2024,12:32:50,18.804,9.026,8.948,8.654,8.558
3841,26-06-2024,12:32:54,18.803,9.025,8.954,8.66,8.555
3842,26-06-2024,12:32:58,18.806,9.025,8.957,8.657,8.556
3843,26-06-2024,12:33:02,18.803,9.034,8.968,8.663,8.553
3844,26-06-2024,12:33:06,18.802,9.028,8.957,8.665,8.558
3845,26-06-2024,12:33:10,18.806,9.029,8.95,8.657,8.554
3846,26-06-2024,12:33:14,18.808,9.027,8.957,8.659,8.556
3847,26-06-2024,12:33:18,18.807,9.026,8.957,8.663,8.556
3848,26-06-2024,12:33:22,18.804,9.033,8.959,8.664,8.555
3849,26-06-2024,12:33:26,18.808,9.034,8.952,8.668,8.556
3850,26-06-2024,12:33:30,18.809,9.036,8.957,8.669,8.553
3851,26-06-2024,12:33:34,18.811,9.036,8.955,8.667,8.555
3852,26-06-2024,12:33:38,18.808,9.039,8.959,8.668,8.552
3853,26-06-2024,12:33:42,18.806,9.038,8.963,8.67,8.551
3854,26-06-2024,12:33:46,18.809,9.044,8.951,8.675,8.547
3855,26-06-2024,12:33:50,18.812,9.039,8.954,8.668,8.554
3856,26-06-2024,12:33:54,18.813,9.039,8.965,8.668,8.553
3857,26-06-2024,12:33:58,18.809,9.037,8.961,8.67,8.555
3858,26-06-2024,12:34:02,18.81,9.042,8.955,8.67,8.553
3859,26-06-2024,12:34:06,18.812,9.037,8.959,8.675,8.554
3860,26-06-2024,12:34:10,18.811,9.045,8.96,8.682,8.554
3861,26-06-2024,12:34:14,18.813,9.039,8.955,8.67,8.551
3862,26-06-2024,12:34:18,18.81,9.042,8.967,8.671,8.559
3863,26-06-2024,12:34:22,18.815,9.038,8.96,8.673,8.559
3864,26-06-2024,12:34:26,18.817,9.039,8.964,8.673,8.545
3865,26-06-2024,12:34:30,18.818,9.039,8.968,8.677,8.552
3866,26-06-2024,12:34:34,18.814,9.043,8.963,8.673,8.554
3867,26-06-2024,12:34:38,18.817,9.048,8.961,8.677,8.557
3868,26-06-2024,12:34:42,18.821,9.048,8.958,8.676,8.551
3869,26-06-2024,12:34:46,18.817,9.046,8.966,8.68,8.56
3870,26-06-2024,12:34:50,18.82,9.041,8.96,8.678,8.558
3871,26-06-2024,12:34:54,18.814,9.042,8.956,8.684,8.554
3872,26-06-2024,12:34:58,18.82,9.045,8.965,8.686,8.553
3873,26-06-2024,12:35:02,18.822,9.048,8.959,8.682,8.563
3874,26-06-2024,12:35:06,18.819,9.046,8.967,8.682,8.553
3875,26-06-2024,12:35:10,18.823,9.046,8.967,8.679,8.556
3876,26-06-2024,12:35:14,18.821,9.042,8.961,8.683,8.554
3877,26-06-2024,12:35:18,18.823,9.047,8.959,8.683,8.562
3878,26-06-2024,12:35:22,18.822,9.046,8.968,8.683,8.552
3879,26-06-2024,12:35:26,18.824,9.055,8.955,8.683,8.548
3880,26-06-2024,12:35:30,18.826,9.055,8.964,8.684,8.552
3881,26-06-2024,12:35:34,18.826,9.053,8.965,8.689,8.553
3882,26-06-2024,12:35:38,18.828,9.053,8.97,8.678,8.548
3883,26-06-2024,12:35:42,18.827,9.052,8.964,8.683,8.549
3884,26-06-2024,12:35:46,18.828,9.055,8.968,8.688,8.548
3885,26-06-2024,12:35:50,18.831,9.046,8.967,8.687,8.551
3886,26-06-2024,12:35:54,18.83,9.051,8.961,8.691,8.545
3887,26-06-2024,12:35:58,18.832,9.053,8.966,8.687,8.548
3888,26-06-2024,12:36:02,18.833,9.055,8.961,8.687,8.546
3889,26-06-2024,12:36:06,18.83,9.059,8.97,8.692,8.551
3890,26-06-2024,12:36:10,18.831,9.05,8.961,8.688,8.552
3891,26-06-2024,12:36:14,18.832,9.058,8.963,8.69,8.542
3892,26-06-2024,12:36:18,18.827,9.063,8.964,8.689,8.555
3893,26-06-2024,12:36:22,18.83,9.066,8.957,8.693,8.549
3894,26-06-2024,12:36:26,18.831,9.058,8.963,8.696,8.548
3895,26-06-2024,12:36:30,18.832,9.06,8.967,8.693,8.554
3896,26-06-2024,12:36:34,18.831,9.056,8.963,8.701,8.553
3897,26-06-2024,12:36:38,18.836,9.058,8.96,8.691,8.562
3898,26-06-2024,12:36:42,18.837,9.051,8.963,8.691,8.56
3899,26-06-2024,12:36:46,18.839,9.06,8.96,8.692,8.563
3900,26-06-2024,12:36:50,18.835,9.059,8.966,8.694,8.56
3901,26-06-2024,12:36:54,18.84,9.061,8.959,8.692,8.563
3902,26-06-2024,12:36:58,18.835,9.055,8.965,8.696,8.56
3903,26-06-2024,12:37:02,18.835,9.064,8.965,8.696,8.565
3904,26-06-2024,12:37:06,18.836,9.067,8.967,8.694,8.563
3905,26-06-2024,12:37:10,18.839,9.063,8.969,8.699,8.564
3906,26-06-2024,12:37:14,18.842,9.063,8.961,8.699,8.565
3907,26-06-2024,12:37:18,18.84,9.063,8.96,8.699,8.561
3908,26-06-2024,12:37:22,18.841,9.064,8.96,8.696,8.563
3909,26-06-2024,12:37:26,18.84,9.061,8.966,8.695,8.565
3910,26-06-2024,12:37:30,18.841,9.057,8.962,8.695,8.565
3911,26-06-2024,12:37:34,18.841,9.064,8.961,8.697,8.567
3912,26-06-2024,12:37:38,18.844,9.065,8.967,8.692,8.562
3913,26-06-2024,12:37:42,18.841,9.064,8.96,8.701,8.565
3914,26-06-2024,12:37:46,18.843,9.066,8.963,8.704,8.564
3915,26-06-2024,12:37:50,18.845,9.068,8.957,8.698,8.57
3916,26-06-2024,12:37:54,18.845,9.066,8.967,8.702,8.564
3917,26-06-2024,12:37:58,18.845,9.067,8.956,8.705,8.571
3918,26-06-2024,12:38:02,18.846,9.068,8.964,8.701,8.565
3919,26-06-2024,12:38:06,18.848,9.068,8.959,8.703,8.561
3920,26-06-2024,12:38:10,18.848,9.06,8.965,8.704,8.559
3921,26-06-2024,12:38:14,18.848,9.065,8.964,8.697,8.561
3922,26-06-2024,12:38:18,18.852,9.059,8.962,8.699,8.566
3923,26-06-2024,12:38:22,18.848,9.066,8.96,8.701,8.562
3924,26-06-2024,12:38:26,18.852,9.073,8.965,8.702,8.565
3925,26-06-2024,12:38:30,18.849,9.064,8.966,8.7,8.557
3926,26-06-2024,12:38:34,18.849,9.064,8.961,8.706,8.566
3927,26-06-2024,12:38:38,18.856,9.066,8.957,8.701,8.566
3928,26-06-2024,12:38:42,18.85,9.07,8.968,8.703,8.567
3929,26-06-2024,12:38:46,18.854,9.065,8.961,8.705,8.562
3930,26-06-2024,12:38:50,18.852,9.067,8.96,8.702,8.559
3931,26-06-2024,12:38:54,18.853,9.065,8.957,8.704,8.562
3932,26-06-2024,12:38:58,18.851,9.064,8.956,8.709,8.558
3933,26-06-2024,12:39:02,18.857,9.065,8.955,8.708,8.557
3934,26-06-2024,12:39:06,18.859,9.064,8.953,8.703,8.551
3935,26-06-2024,12:39:10,18.857,9.071,8.956,8.706,8.558
3936,26-06-2024,12:39:14,18.857,9.065,8.953,8.706,8.557
3937,26-06-2024,12:39:18,18.858,9.075,8.956,8.712,8.56
3938,26-06-2024,12:39:22,18.858,9.067,8.955,8.708,8.554
3939,26-06-2024,12:39:26,18.859,9.07,8.955,8.709,8.559
3940,26-06-2024,12:39:30,18.86,9.066,8.955,8.711,8.561
3941,26-06-2024,12:39:34,18.86,9.067,8.949,8.71,8.559
3942,26-06-2024,12:39:38,18.861,9.066,8.951,8.712,8.556
3943,26-06-2024,12:39:42,18.862,9.073,8.945,8.712,8.564
3944,26-06-2024,12:39:46,18.863,9.067,8.944,8.717,8.559
3945,26-06-2024,12:39:50,18.864,9.07,8.945,8.715,8.557
3946,26-06-2024,12:39:54,18.866,9.075,8.941,8.716,8.558
3947,26-06-2024,12:39:58,18.863,9.065,8.946,8.711,8.557
3948,26-06-2024,12:40:02,18.864,9.066,8.942,8.705,8.557
3949,26-06-2024,12:40:06,18.862,9.068,8.944,8.713,8.557
3950,26-06-2024,12:40:10,18.868,9.06,8.939,8.715,8.554
3951,26-06-2024,12:40:14,18.867,9.068,8.945,8.709,8.555
3952,26-06-2024,12:40:18,18.868,9.069,8.939,8.715,8.555
3953,26-06-2024,12:40:22,18.868,9.064,8.934,8.713,8.559
3954,26-06-2024,12:40:26,18.864,9.062,8.942,8.719,8.568
3955,26-06-2024,12:40:30,18.871,9.073,8.936,8.717,8.557
3956,26-06-2024,12:40:34,18.871,9.066,8.931,8.717,8.553
3957,26-06-2024,12:40:38,18.869,9.073,8.936,8.72,8.556
3958,26-06-2024,12:40:42,18.871,9.071,8.935,8.709,8.551
3959,26-06-2024,12:40:46,18.87,9.066,8.935,8.717,8.56
3960,26-06-2024,12:40:50,18.874,9.061,8.933,8.713,8.555
3961,26-06-2024,12:40:54,18.872,9.074,8.932,8.719,8.555
3962,26-06-2024,12:40:58,18.876,9.066,8.934,8.707,8.554
3963,26-06-2024,12:41:02,18.876,9.068,8.931,8.714,8.554
3964,26-06-2024,12:41:06,18.875,9.064,8.925,8.717,8.554
3965,26-06-2024,12:41:10,18.874,9.065,8.938,8.714,8.555
3966,26-06-2024,12:41:14,18.875,9.071,8.932,8.713,8.553
3967,26-06-2024,12:41:18,18.878,9.075,8.922,8.712,8.554
3968,26-06-2024,12:41:22,18.875,9.074,8.926,8.713,8.553
3969,26-06-2024,12:41:26,18.877,9.072,8.919,8.718,8.557
3970,26-06-2024,12:41:30,18.879,9.067,8.918,8.712,8.548
3971,26-06-2024,12:41:34,18.884,9.075,8.921,8.715,8.559
3972,26-06-2024,12:41:38,18.881,9.068,8.916,8.714,8.558
3973,26-06-2024,12:41:42,18.883,9.065,8.915,8.713,8.554
3974,26-06-2024,12:41:46,18.882,9.062,8.912,8.713,8.557
3975,26-06-2024,12:41:50,18.881,9.07,8.906,8.716,8.557
3976,26-06-2024,12:41:54,18.88,9.074,8.911,8.718,8.563
3977,26-06-2024,12:41:58,18.881,9.067,8.897,8.716,8.559
3978,26-06-2024,12:42:02,18.882,9.068,8.901,8.714,8.561
3979,26-06-2024,12:42:06,18.887,9.064,8.902,8.715,8.565
3980,26-06-2024,12:42:10,18.886,9.067,8.905,8.716,8.565
3981,26-06-2024,12:42:14,18.886,9.071,8.894,8.714,8.562
3982,26-06-2024,12:42:18,18.886,9.065,8.899,8.709,8.569
3983,26-06-2024,12:42:22,18.881,9.065,8.897,8.711,8.568
3984,26-06-2024,12:42:26,18.879,9.067,8.896,8.715,8.566
3985,26-06-2024,12:42:30,18.884,9.068,8.89,8.707,8.568
3986,26-06-2024,12:42:34,18.884,9.065,8.884,8.704,8.565
3987,26-06-2024,12:42:38,18.885,9.061,8.889,8.7,8.568
3988,26-06-2024,12:42:42,18.884,9.066,8.891,8.695,8.57
3989,26-06-2024,12:42:46,18.884,9.061,8.894,8.692,8.561
3990,26-06-2024,12:42:50,18.887,9.063,8.888,8.699,8.564
3991,26-06-2024,12:42:54,18.886,9.06,8.879,8.686,8.567
3992,26-06-2024,12:42:58,18.889,9.055,8.88,8.683,8.556
3993,26-06-2024,12:43:02,18.89,9.055,8.872,8.673,8.561
3994,26-06-2024,12:43:06,18.889,9.054,8.877,8.674,8.564
3995,26-06-2024,12:43:10,18.888,9.05,8.87,8.665,8.562
3996,26-06-2024,12:43:14,18.891,9.051,8.873,8.666,8.559
3997,26-06-2024,12:43:18,18.889,9.05,8.876,8.662,8.558
3998,26-06-2024,12:43:22,18.889,9.05,8.874,8.656,8.553
3999,26-06-2024,12:43:26,18.891,9.047,8.866,8.647,8.555
4000,26-06-2024,12:43:30,18.892,9.046,8.86,8.648,8.547
4001,26-06-2024,12:43:34,18.894,9.044,8.857,8.642,8.55
4002,26-06-2024,12:43:38,18.891,9.035,8.862,8.631,8.547
4003,26-06-2024,12:43:42,18.896,9.029,8.851,8.619,8.541
4004,26-06-2024,12:43:46,18.898,9.03,8.853,8.623,8.541
4005,26-06-2024,12:43:50,18.896,9.025,8.849,8.613,8.545
4006,26-06-2024,12:43:54,18.894,9.024,8.842,8.61,8.533
4007,26-06-2024,12:43:58,18.896,9.019,8.844,8.607,8.545
4008,26-06-2024,12:44:02,18.893,9.011,8.838,8.599,8.532
4009,26-06-2024,12:44:06,18.891,9.011,8.839,8.594,8.525
4010,26-06-2024,12:44:10,18.895,9.009,8.83,8.585,8.523
4011,26-06-2024,12:44:14,18.895,9.007,8.835,8.579,8.525
4012,26-06-2024,12:44:18,18.893,9.002,8.832,8.575,8.517
4013,26-06-2024,12:44:22,18.896,8.998,8.828,8.569,8.509
4014,26-06-2024,12:44:26,18.894,9.001,8.821,8.561,8.511
4015,26-06-2024,12:44:30,18.896,8.991,8.819,8.555,8.512
4016,26-06-2024,12:44:34,18.9,8.99,8.804,8.542,8.505
4017,26-06-2024,12:44:38,18.897,8.986,8.81,8.533,8.498
4018,26-06-2024,12:44:42,18.899,8.975,8.803,8.536,8.497
4019,26-06-2024,12:44:46,18.9,8.975,8.803,8.526,8.497
4020,26-06-2024,12:44:50,18.897,8.971,8.796,8.518,8.488
4021,26-06-2024,12:44:54,18.903,8.95,8.792,8.515,8.484
4022,26-06-2024,12:44:58,18.901,8.94,8.79,8.507,8.48
4023,26-06-2024,12:45:02,18.908,8.94,8.775,8.504,8.471
4024,26-06-2024,12:45:06,18.906,8.935,8.774,8.496,8.468
4025,26-06-2024,12:45:10,18.906,8.934,8.778,8.489,8.459
4026,26-06-2024,12:45:14,18.906,8.933,8.763,8.48,8.458
4027,26-06-2024,12:45:18,18.899,8.94,8.764,8.472,8.456
4028,26-06-2024,12:45:22,18.9,8.937,8.763,8.471,8.454
4029,26-06-2024,12:45:26,18.906,8.936,8.75,8.462,8.452
4030,26-06-2024,12:45:30,18.907,8.93,8.74,8.452,8.447
4031,26-06-2024,12:45:34,18.902,8.921,8.747,8.44,8.442
4032,26-06-2024,12:45:38,18.903,8.917,8.73,8.442,8.434
4033,26-06-2024,12:45:42,18.906,8.906,8.729,8.439,8.432
4034,26-06-2024,12:45:46,18.906,8.906,8.72,8.425,8.421
4035,26-06-2024,12:45:50,18.908,8.903,8.717,8.42,8.409
4036,26-06-2024,12:45:54,18.912,8.9,8.709,8.412,8.408
4037,26-06-2024,12:45:58,18.907,8.894,8.706,8.405,8.41
4038,26-06-2024,12:46:02,18.909,8.888,8.701,8.399,8.392
4039,26-06-2024,12:46:06,18.914,8.889,8.688,8.394,8.393
4040,26-06-2024,12:46:10,18.908,8.883,8.686,8.387,8.389
4041,26-06-2024,12:46:14,18.909,8.875,8.67,8.384,8.373
4042,26-06-2024,12:46:18,18.908,8.868,8.672,8.372,8.362
4043,26-06-2024,12:46:22,18.909,8.87,8.662,8.367,8.364
4044,26-06-2024,12:46:26,18.913,8.861,8.665,8.36,8.336
4045,26-06-2024,12:46:30,18.912,8.858,8.652,8.353,8.346
4046,26-06-2024,12:46:34,18.908,8.854,8.642,8.349,8.326
4047,26-06-2024,12:46:38,18.911,8.844,8.632,8.343,8.313
4048,26-06-2024,12:46:42,18.911,8.842,8.629,8.334,8.31
4049,26-06-2024,12:46:46,18.911,8.831,8.633,8.326,8.304
4050,26-06-2024,12:46:50,18.914,8.825,8.621,8.322,8.289
4051,26-06-2024,12:46:54,18.913,8.821,8.609,8.315,8.291
4052,26-06-2024,12:46:58,18.911,8.823,8.612,8.305,8.282
4053,26-06-2024,12:47:02,18.915,8.809,8.614,8.298,8.274
4054,26-06-2024,12:47:06,18.914,8.802,8.604,8.29,8.268
4055,26-06-2024,12:47:10,18.914,8.806,8.596,8.285,8.259
4056,26-06-2024,12:47:14,18.917,8.8,8.59,8.285,8.247
4057,26-06-2024,12:47:18,18.915,8.792,8.59,8.27,8.246
4058,26-06-2024,12:47:22,18.915,8.779,8.567,8.27,8.24
4059,26-06-2024,12:47:26,18.918,8.772,8.561,8.262,8.235
4060,26-06-2024,12:47:30,18.922,8.764,8.563,8.257,8.227
4061,26-06-2024,12:47:34,18.922,8.766,8.555,8.252,8.219
4062,26-06-2024,12:47:38,18.921,8.761,8.554,8.252,8.218
4063,26-06-2024,12:47:42,18.921,8.754,8.554,8.246,8.211
4064,26-06-2024,12:47:46,18.922,8.754,8.538,8.244,8.212
4065,26-06-2024,12:47:50,18.925,8.75,8.538,8.243,8.21
4066,26-06-2024,12:47:54,18.924,8.749,8.526,8.231,8.202
4067,26-06-2024,12:47:58,18.926,8.737,8.526,8.243,8.201
4068,26-06-2024,12:48:02,18.928,8.737,8.523,8.235,8.194
4069,26-06-2024,12:48:06,18.925,8.731,8.517,8.24,8.195
4070,26-06-2024,12:48:10,18.928,8.733,8.511,8.238,8.192
4071,26-06-2024,12:48:14,18.928,8.735,8.506,8.24,8.191
4072,26-06-2024,12:48:18,18.928,8.725,8.511,8.242,8.189
4073,26-06-2024,12:48:22,18.932,8.724,8.516,8.239,8.182
4074,26-06-2024,12:48:26,18.934,8.725,8.5,8.241,8.188
4075,26-06-2024,12:48:30,18.928,8.729,8.507,8.245,8.186
4076,26-06-2024,12:48:34,18.932,8.718,8.504,8.241,8.184
4077,26-06-2024,12:48:38,18.929,8.721,8.497,8.241,8.188
4078,26-06-2024,12:48:42,18.931,8.722,8.506,8.249,8.185
4079,26-06-2024,12:48:46,18.932,8.723,8.498,8.249,8.188
4080,26-06-2024,12:48:50,18.934,8.726,8.49,8.247,8.187
4081,26-06-2024,12:48:54,18.934,8.726,8.493,8.251,8.186
4082,26-06-2024,12:48:58,18.934,8.715,8.489,8.256,8.191
4083,26-06-2024,12:49:02,18.935,8.722,8.488,8.251,8.193
4084,26-06-2024,12:49:06,18.935,8.72,8.483,8.261,8.197
4085,26-06-2024,12:49:10,18.939,8.716,8.488,8.256,8.199
4086,26-06-2024,12:49:14,18.936,8.72,8.487,8.267,8.212
4087,26-06-2024,12:49:18,18.939,8.718,8.479,8.262,8.213
4088,26-06-2024,12:49:22,18.936,8.721,8.477,8.27,8.216
4089,26-06-2024,12:49:26,18.94,8.718,8.482,8.276,8.22
4090,26-06-2024,12:49:30,18.942,8.717,8.484,8.27,8.213
4091,26-06-2024,12:49:34,18.938,8.724,8.478,8.275,8.23
4092,26-06-2024,12:49:38,18.94,8.725,8.477,8.286,8.229
4093,26-06-2024,12:49:42,18.938,8.728,8.478,8.292,8.233
4094,26-06-2024,12:49:46,18.939,8.72,8.474,8.294,8.237
4095,26-06-2024,12:49:50,18.943,8.729,8.481,8.294,8.238
4096,26-06-2024,12:49:54,18.942,8.726,8.478,8.288,8.237
4097,26-06-2024,12:49:58,18.946,8.723,8.479,8.3,8.251
4098,26-06-2024,12:50:02,18.949,8.729,8.483,8.301,8.253
4099,26-06-2024,12:50:06,18.946,8.729,8.479,8.308,8.251
4100,26-06-2024,12:50:10,18.943,8.731,8.473,8.306,8.261
4101,26-06-2024,12:50:14,18.942,8.736,8.474,8.321,8.264
4102,26-06-2024,12:50:18,18.946,8.729,8.473,8.315,8.269
4103,26-06-2024,12:50:22,18.948,8.737,8.468,8.317,8.269
4104,26-06-2024,12:50:26,18.947,8.741,8.464,8.326,8.269
4105,26-06-2024,12:50:30,18.949,8.738,8.465,8.323,8.275
4106,26-06-2024,12:50:34,18.95,8.733,8.462,8.328,8.286
4107,26-06-2024,12:50:38,18.948,8.736,8.464,8.339,8.283
4108,26-06-2024,12:50:42,18.948,8.74,8.463,8.334,8.283
4109,26-06-2024,12:50:46,18.949,8.745,8.463,8.34,8.28
4110,26-06-2024,12:50:50,18.952,8.743,8.457,8.341,8.288
4111,26-06-2024,12:50:54,18.949,8.749,8.456,8.341,8.29
4112,26-06-2024,12:50:58,18.949,8.75,8.463,8.353,8.294
4113,26-06-2024,12:51:02,18.954,8.739,8.455,8.348,8.294
4114,26-06-2024,12:51:06,18.954,8.747,8.459,8.356,8.292
4115,26-06-2024,12:51:10,18.955,8.747,8.452,8.356,8.3
4116,26-06-2024,12:51:14,18.955,8.751,8.457,8.36,8.302
4117,26-06-2024,12:51:18,18.955,8.755,8.45,8.362,8.307
4118,26-06-2024,12:51:22,18.955,8.758,8.455,8.361,8.307
4119,26-06-2024,12:51:26,18.956,8.76,8.452,8.367,8.311
4120,26-06-2024,12:51:30,18.955,8.755,8.447,8.369,8.319
4121,26-06-2024,12:51:34,18.956,8.757,8.446,8.376,8.317
4122,26-06-2024,12:51:38,18.959,8.754,8.452,8.368,8.321
4123,26-06-2024,12:51:42,18.955,8.763,8.447,8.381,8.32
4124,26-06-2024,12:51:46,18.959,8.769,8.442,8.379,8.322
4125,26-06-2024,12:51:50,18.958,8.771,8.444,8.386,8.325
4126,26-06-2024,12:51:54,18.96,8.776,8.446,8.389,8.334
4127,26-06-2024,12:51:58,18.961,8.766,8.445,8.395,8.329
4128,26-06-2024,12:52:02,18.965,8.776,8.442,8.392,8.336
4129,26-06-2024,12:52:06,18.963,8.778,8.439,8.394,8.338
4130,26-06-2024,12:52:10,18.962,8.783,8.435,8.398,8.344
4131,26-06-2024,12:52:14,18.966,8.785,8.435,8.406,8.344
4132,26-06-2024,12:52:18,18.967,8.784,8.434,8.404,8.348
4133,26-06-2024,12:52:22,18.967,8.788,8.435,8.406,8.355
4134,26-06-2024,12:52:26,18.964,8.788,8.433,8.405,8.361
4135,26-06-2024,12:52:30,18.966,8.799,8.43,8.411,8.362
4136,26-06-2024,12:52:34,18.968,8.793,8.437,8.413,8.361
4137,26-06-2024,12:52:38,18.967,8.796,8.433,8.414,8.365
4138,26-06-2024,12:52:42,18.97,8.801,8.436,8.417,8.363
4139,26-06-2024,12:52:46,18.967,8.8,8.436,8.417,8.376
4140,26-06-2024,12:52:50,18.966,8.801,8.435,8.424,8.382
4141,26-06-2024,12:52:54,18.969,8.805,8.429,8.421,8.391
4142,26-06-2024,12:52:58,18.969,8.805,8.434,8.423,8.393
4143,26-06-2024,12:53:02,18.971,8.813,8.431,8.433,8.394
4144,26-06-2024,12:53:06,18.972,8.813,8.436,8.432,8.39
4145,26-06-2024,12:53:10,18.972,8.815,8.432,8.432,8.397
4146,26-06-2024,12:53:14,18.971,8.813,8.429,8.435,8.407
4147,26-06-2024,12:53:18,18.969,8.819,8.428,8.438,8.409
4148,26-06-2024,12:53:22,18.97,8.81,8.431,8.442,8.413
4149,26-06-2024,12:53:26,18.973,8.818,8.434,8.443,8.419
4150,26-06-2024,12:53:30,18.976,8.816,8.431,8.453,8.42
4151,26-06-2024,12:53:34,18.976,8.82,8.428,8.448,8.426
4152,26-06-2024,12:53:38,18.976,8.826,8.428,8.445,8.426
4153,26-06-2024,12:53:42,18.976,8.821,8.423,8.446,8.431
4154,26-06-2024,12:53:46,18.976,8.821,8.43,8.452,8.433
4155,26-06-2024,12:53:50,18.974,8.823,8.43,8.451,8.439
4156,26-06-2024,12:53:54,18.978,8.829,8.43,8.454,8.442
4157,26-06-2024,12:53:58,18.979,8.826,8.432,8.457,8.45
4158,26-06-2024,12:54:02,18.984,8.827,8.432,8.457,8.454
4159,26-06-2024,12:54:06,18.981,8.826,8.432,8.466,8.455
4160,26-06-2024,12:54:10,18.981,8.829,8.434,8.471,8.458
4161,26-06-2024,12:54:14,18.981,8.833,8.434,8.468,8.463
4162,26-06-2024,12:54:18,18.987,8.832,8.438,8.467,8.473
4163,26-06-2024,12:54:22,18.98,8.834,8.428,8.472,8.478
4164,26-06-2024,12:54:26,18.982,8.832,8.432,8.479,8.479
4165,26-06-2024,12:54:30,18.984,8.835,8.426,8.478,8.486
4166,26-06-2024,12:54:34,18.984,8.84,8.436,8.479,8.489
4167,26-06-2024,12:54:38,18.986,8.835,8.423,8.476,8.487
4168,26-06-2024,12:54:42,18.987,8.837,8.42,8.479,8.494
4169,26-06-2024,12:54:46,18.985,8.842,8.428,8.487,8.504
4170,26-06-2024,12:54:50,18.987,8.84,8.417,8.483,8.505
4171,26-06-2024,12:54:54,18.988,8.842,8.42,8.488,8.506
4172,26-06-2024,12:54:58,18.988,8.842,8.424,8.486,8.516
4173,26-06-2024,12:55:02,18.99,8.847,8.419,8.489,8.524
4174,26-06-2024,12:55:06,18.991,8.851,8.429,8.49,8.525
4175,26-06-2024,12:55:10,18.986,8.853,8.419,8.492,8.532
4176,26-06-2024,12:55:14,18.991,8.852,8.421,8.493,8.527
4177,26-06-2024,12:55:18,18.992,8.848,8.411,8.498,8.533
4178,26-06-2024,12:55:22,18.992,8.857,8.414,8.499,8.538
4179,26-06-2024,12:55:26,18.995,8.848,8.417,8.502,8.542
4180,26-06-2024,12:55:30,18.995,8.856,8.41,8.502,8.551
4181,26-06-2024,12:55:34,18.992,8.859,8.416,8.505,8.556
4182,26-06-2024,12:55:38,18.994,8.858,8.42,8.507,8.56
